building_id,damage_state,forecast_2009_04_06T00_00_00day,forecast_2009_04_06T01_32_41day,forecast_2009_04_06T02_37_05day,forecast_2009_04_06T23_15_37day,forecast_2009_04_07T09_26_29day,forecast_2009_04_07T17_47_38day,forecast_2009_04_09T00_53_00day,forecast_2009_04_09T19_38_17day,forecast_2009_04_13T00_00_00day,forecast_2009_04_13T21_14_25day
tile_7,DS2,0.0028807444453791,2.2265646028980366,2.1969523364891903,2.1709672639009896,2.180126446206748,2.2552151147082693,2.189790258621143,2.170966350453989,2.17337509799971,2.165465989882089
tile_7,DS3,0.0007233628055116,0.7926373299858575,0.9064275125945386,0.912820711530626,1.035216351879979,1.2072109422168305,1.1847125329617374,1.164468086937758,1.1628917847525868,1.1529010413454024
tile_7,DS4,0.0039360231490458,5.431976924836412,5.795116349976954,5.908460111664156,6.402625513983839,7.4326032826362365,7.546024420361935,7.536582452361763,7.497680991596493,7.525457146622702
tile_8,DS0,13.557768700560189,1.5504037975562095,1.441375198985371,1.423731502327369,1.2791999243675938,1.009196131273266,1.009515373093138,1.0187261538976833,1.025013707156451,1.0237506292512717
tile_8,DS1,0.0193400663349899,2.343493129244383,2.176357214297336,2.1395094885885237,2.0650582281231253,1.9987725403185912,1.9994744765862225,2.0046526583393804,2.008722369568326,2.0070807869847056
tile_8,DS2,0.0088517882133438,1.6072888517741335,1.0454242264853075,0.9295339518270108,0.7246987944715588,0.6408415397637994,0.6069475825171127,0.5981921563132709,0.5987473691774702,0.5954417268372616
tile_8,DS3,0.003084389905407,0.8964957318809945,0.7730428176406196,0.6510328754324011,0.4755731069698798,0.3892982070575709,0.3430248688611205,0.3174886212189099,0.3176784135994001,0.3026119727483142
tile_8,DS4,0.0109550548241893,7.202318293079985,8.163800572856584,8.456192578499454,9.055470012192671,9.561891621500788,9.64103768753342,9.660940536667082,9.649838269968187,9.671115028283184
tile_9,DS0,20.036984015663563,1.6275774796856337,1.4534063179429126,1.4248113778811495,1.2493779014616322,0.9725368472395268,0.972885876987338,0.981501129636544,0.987544541294464,0.9861920438371012
tile_9,DS1,0.031609109734375,3.6692101257183625,3.147573988547039,3.043319451759175,2.6900545622850647,2.4223416464778067,2.3988493060603626,2.4000649794757614,2.4058564319707414,2.402085880133594
tile_9,DS2,0.0116643381701398,2.675016511208666,1.889209268556424,1.6637448955829257,1.2013360544689309,0.8407936732045477,0.7446208217904233,0.7163983641973959,0.7204198693550752,0.7057236075938234
tile_9,DS3,0.0052342359640983,1.7030340970875142,1.5523751986684609,1.4264737231962077,1.0919772470632148,0.7577617200772473,0.6845755486670907,0.6571323178230187,0.662050007422837,0.6438415586628049
tile_9,DS4,0.0145083000921138,10.425160828690718,12.057434244227682,12.5416497014056,13.867253501336238,15.106565144362875,15.29906842274154,15.344902780922837,15.324128727231782,15.362156421435843
